M,3704,B,5,1.46
A,4549,S,6,1.13
M,4549,S,6,1.14
A,8286,B,9,1.78
M,8286,B,9,1.79
A,1995,S,3,1.26
M,1995,S,3,1.27
A,3217,S,4,2
M,3217,S,4,2.01
A,6493,S,7,1.61
M,6493,S,7,1.62
A,8535,S,10,1.4
M,8535,S,10,1.41
A,3872,B,5,1.37
M,3872,B,5,1.38
A,7260,B,8,1.74
M,7260,B,8,1.75
A,6473,S,7,1.98
M,6473,S,7,1.99
A,1404,B,2,1.69
M,1404,B,2,1.7
A,4424,B,5,1.05
M,4424,B,5,1.06
A,6043,S,7,1.24
M,6043,S,7,1.25
A,2567,S,4,1.22
M,2567,S,4,1.23
A,6949,S,8,1.52
M,6949,S,8,1.53
A,9710,B,11,1.51
M,9710,B,11,1.52
A,5098,B,6,1.18
M,5098,B,6,1.19
A,7371,S,8,1.31
M,7371,S,8,1.32
A,6162,B,7,1.67
M,6162,B,7,1.68
A,908,B,2,1.74
M,908,B,2,1.75
A,449,S,1,1.02
M,449,S,1,1.03
A,258,B,1,1.59
M,258,B,1,1.6
A,7253,S,8,1.62
M,7253,S,8,1.63
A,7687,S,9,1.13
M,7687,S,9,1.14
A,1742,B,3,1.3
M,1742,B,3,1.31
A,2330,B,3,1.64
M,2330,B,3,1.65
A,1592,B,3,1.46
M,1592,B,3,1.47
A,9127,S,10,1.17
M,9127,S,10,1.18
A,895,S,2,1.41
M,895,S,2,1.42
A,212,B,1,1.69
M,212,B,1,1.7
A,609,S,2,1.24
M,609,S,2,1.25
A,8567,S,10,1.49
M,8567,S,10,1.5
A,2417,S,3,1.51
M,2417,S,3,1.52
A,2831,S,4,1.91
M,2831,S,4,1.92
A,4944,B,6,1.33
M,4944,B,6,1.34
A,4933,S,6,1.35
M,4933,S,6,1.36
A,4007,S,5,1.99
M,4007,S,5,2
A,3454,B,4,1.26
M,3454,B,4,1.27
A,7839,S,9,1.17
M,7839,S,9,1.18
A,6829,S,8,1.34
M,6829,S,8,1.35
A,5801,S,7,1.73
M,5801,S,7,1.74
A,3210,B,4,1.33
M,3210,B,4,1.34
A,1912,B,3,1.36
M,1912,B,3,1.37
A,5360,B,6,1.01
M,5360,B,6,1.02
A,5677,S,7,1.89
M,5677,S,7,1.9
A,8945,S,10,1.17
M,8945,S,10,1.18
A,6475,S,7,1.81
M,6475,S,7,1.82
A,1214,B,2,1.05
M,1214,B,2,1.06
A,6982,B,8,1.63
M,6982,B,8,1.64
A,1953,S,3,1.17
M,1953,S,3,1.18
A,9768,B,11,1.43
M,9768,B,11,1.44
A,8518,B,10,1.72
M,8518,B,10,1.73
A,8728,B,10,1.03
M,8728,B,10,1.04
A,6770,B,8,1.52
M,6770,B,8,1.53
A,1004,B,2,1.38
M,1004,B,2,1.39
A,1489,S,2,1.46
M,1489,S,2,1.47
A,8685,S,10,1.21
M,8685,S,10,1.22
A,352,B,1,1.09
M,352,B,1,1.1
A,193,S,1,1.45
M,193,S,1,1.46
A,884,B,2,1.66
M,884,B,2,1.67
A,5112,B,6,1.99
M,5112,B,6,2
A,1588,B,3,1.74
M,1588,B,3,1.75
A,7526,B,9,1.17
M,7526,B,9,1.18
A,219,S,1,1.73
M,219,S,1,1.74
A,3313,S,4,1.22
M,3313,S,4,1.23
A,9224,B,10,1.5
M,9224,B,10,1.51
A,4492,B,5,1.8
M,4492,B,5,1.81
A,1329,S,2,1.98
M,1329,S,2,1.99
A,2371,S,3,1.11
M,2371,S,3,1.12
A,6623,S,8,1.48
M,6623,S,8,1.49
A,6177,S,7,1.37
M,6177,S,7,1.38
A,904,B,2,1.09
M,904,B,2,1.1
A,7972,B,9,1.65
M,7972,B,9,1.66
A,2850,B,4,1.58
M,2850,B,4,1.59
A,9642,B,11,1.81
M,9642,B,11,1.82
A,2965,S,4,1.8
M,2965,S,4,1.81
A,3230,B,4,1.27
M,3230,B,4,1.28
A,216,B,1,1.99
M,216,B,1,2
A,2157,S,3,1.69
M,2157,S,3,1.7
A,3411,S,4,1.53
M,3411,S,4,1.54
A,9782,B,11,1.13
M,9782,B,11,1.14
A,9021,S,10,1.7
M,9021,S,10,1.71
A,5900,B,7,1.57
M,5900,B,7,1.58
A,2572,B,4,1.9
M,2572,B,4,1.91
A,3560,B,5,1.66
M,3560,B,5,1.67
A,9633,S,11,1.61
M,9633,S,11,1.62
A,4494,B,5,1.78
M,4494,B,5,1.79
A,1436,B,2,2
M,1436,B,2,2.01
A,8109,S,9,1.64
M,8109,S,9,1.65
A,4982,B,6,1.39
M,4982,B,6,1.4
A,4763,S,6,1.5
M,4763,S,6,1.51
A,5632,B,7,1.83
M,5632,B,7,1.84
A,1770,B,3,1.64
M,1770,B,3,1.65
A,5742,B,7,1.18
M,5742,B,7,1.19
A,699,S,2,1.9
M,699,S,2,1.91
A,5694,B,7,1.51
M,5694,B,7,1.52
A,2125,S,3,1.31
M,2125,S,3,1.32
A,397,S,1,1.15
M,397,S,1,1.16
A,3121,S,4,1.99
M,3121,S,4,2
A,9744,B,11,1.87
M,9744,B,11,1.88
A,2658,B,4,1.22
M,2658,B,4,1.23
A,1985,S,3,1.8
M,1985,S,3,1.81
A,1055,S,2,1.71
M,1055,S,2,1.72
A,9394,B,10,1.88
M,9394,B,10,1.89
A,3333,S,4,1.17
M,3333,S,4,1.18
A,164,B,1,1.73
M,164,B,1,1.74
A,6498,B,7,1.1
M,6498,B,7,1.11
A,8222,B,9,1.08
M,8222,B,9,1.09
A,3965,S,5,1.38
M,3965,S,5,1.39
A,4603,S,6,1.51
M,4603,S,6,1.52
A,8111,S,9,1.51
M,8111,S,9,1.52
A,7989,S,9,1.44
M,7989,S,9,1.45
A,7270,B,8,1.36
M,7270,B,8,1.37
A,2235,S,3,1.2
M,2235,S,3,1.21
A,3242,B,4,1.56
M,3242,B,4,1.57
A,5505,S,7,1.66
M,5505,S,7,1.67
A,5001,S,6,1.96
M,5001,S,6,1.97
A,2438,B,3,1.94
M,2438,B,3,1.95
A,3842,B,5,1.2
M,3842,B,5,1.21
A,5719,S,7,1.15
M,5719,S,7,1.16
A,7257,S,8,1.02
M,7257,S,8,1.03
A,7165,S,8,1.04
M,7165,S,8,1.05
A,6458,B,7,1.23
M,6458,B,7,1.24
A,7948,B,9,1.23
M,7948,B,9,1.24
A,8100,B,9,1.93
M,8100,B,9,1.94
A,9202,B,10,1.63
M,9202,B,10,1.64
A,7704,B,9,1.47
M,7704,B,9,1.48
A,8759,S,10,1.79
M,8759,S,10,1.8
A,5543,S,7,1.99
M,5543,S,7,2
A,8763,S,10,1.03
M,8763,S,10,1.04
A,6467,S,7,1.18
M,6467,S,7,1.19
A,7885,S,9,1.94
M,7885,S,9,1.95
A,6547,S,8,1.84
M,6547,S,8,1.85
A,3017,S,4,1.17
M,3017,S,4,1.18
A,8020,B,9,1.81
M,8020,B,9,1.82
A,7763,S,9,1.88
M,7763,S,9,1.89
A,3338,B,4,1.84
M,3338,B,4,1.85
A,4588,B,6,1.2
M,4588,B,6,1.21
A,7406,B,8,1.72
M,7406,B,8,1.73
A,4337,S,5,1.83
M,4337,S,5,1.84
A,8054,B,9,1.2
M,8054,B,9,1.21
A,5114,B,6,1.87
M,5114,B,6,1.88
A,6687,S,8,1.45
M,6687,S,8,1.46
A,3715,S,5,1.17
M,3715,S,5,1.18
A,4671,S,6,1.53
M,4671,S,6,1.54
A,3472,B,4,1.59
M,3472,B,4,1.6
A,5331,S,6,1.12
M,5331,S,6,1.13
A,8959,S,10,1.97
M,8959,S,10,1.98
A,7580,B,9,1.93
M,7580,B,9,1.94
A,4112,B,5,1.66
M,4112,B,5,1.67
A,1753,S,3,1.38
M,1753,S,3,1.39
A,8333,S,9,1.17
M,8333,S,9,1.18
A,6928,B,8,1.72
M,6928,B,8,1.73
A,5620,B,7,1.1
M,5620,B,7,1.11
A,8878,B,10,1.31
M,8878,B,10,1.32
A,2709,S,4,1.02
M,2709,S,4,1.03
A,3810,B,5,1.15
M,3810,B,5,1.16
A,4935,S,6,1.96
M,4935,S,6,1.97
A,4889,S,6,1.4
M,4889,S,6,1.41
A,7431,S,8,1.24
M,7431,S,8,1.25
A,4900,B,6,1.02
M,4900,B,6,1.03
A,9133,S,10,1.4
M,9133,S,10,1.41
A,2419,S,3,1.12
M,2419,S,3,1.13
A,6296,B,7,1.83
M,6296,B,7,1.84
A,8364,B,9,1.57
M,8364,B,9,1.58
A,6635,S,8,1.09
M,6635,S,8,1.1
A,1290,B,2,1.27
M,1290,B,2,1.28
A,3939,S,5,1.01
M,3939,S,5,1.02
A,640,B,2,1.93
M,640,B,2,1.94
A,9871,S,11,1.71
M,9871,S,11,1.72
A,2195,S,3,1.41
M,2195,S,3,1.42
A,6108,B,7,1.61
M,6108,B,7,1.62
A,315,S,1,1.33
M,315,S,1,1.34
A,3247,S,4,1.25
M,3247,S,4,1.26
A,9913,S,11,1.84
M,9913,S,11,1.85
A,5663,S,7,1.76
M,5663,S,7,1.77
A,5461,S,6,1.19
M,5461,S,6,1.2
A,6503,S,8,1.91
M,6503,S,8,1.92
A,5350,B,6,1.23
M,5350,B,6,1.24
A,820,B,2,1.52
M,820,B,2,1.53
A,9980,B,11,1.64
M,9980,B,11,1.65
A,3343,S,4,1.87
M,3343,S,4,1.88
A,8926,B,10,1.43
M,8926,B,10,1.44
A,4547,S,6,1.07
M,4547,S,6,1.08
A,1076,B,2,1.71
M,1076,B,2,1.72
A,6717,S,8,1.25
M,6717,S,8,1.26
A,5723,S,7,1.73
M,5723,S,7,1.74
A,2305,S,3,1.43
M,2305,S,3,1.44
A,7801,S,9,1.78
M,7801,S,9,1.79
A,6225,S,7,1.69
M,6225,S,7,1.7
A,9757,S,11,1.99
M,9757,S,11,2
A,7329,S,8,1.07
M,7329,S,8,1.08
A,5118,B,6,1.2
M,5118,B,6,1.21
A,4611,S,6,1.74
M,4611,S,6,1.75
A,8944,B,10,1.14
M,8944,B,10,1.15
A,9252,B,10,1.42
M,9252,B,10,1.43
A,5627,S,7,1.94
M,5627,S,7,1.95
A,1615,S,3,1.53
M,1615,S,3,1.54
A,3967,S,5,1.98
M,3967,S,5,1.99
A,4102,B,5,1.61
M,4102,B,5,1.62
A,6800,B,8,1.26
M,6800,B,8,1.27
A,2190,B,3,1.93
M,2190,B,3,1.94
A,2584,B,4,1.4
M,2584,B,4,1.41
A,482,B,1,1.37
M,482,B,1,1.38
A,1893,S,3,1.26
M,1893,S,3,1.27
A,27,S,1,1.05
M,27,S,1,1.06
A,6748,B,8,1.42
M,6748,B,8,1.43
A,1103,S,2,1.33
M,1103,S,2,1.34
A,1029,S,2,1.88
M,1029,S,2,1.89
A,3738,B,5,1.85
M,3738,B,5,1.86
A,6761,S,8,1.97
M,6761,S,8,1.98
A,6551,S,8,1.69
M,6551,S,8,1.7
A,604,B,2,1.86
M,604,B,2,1.87
A,6272,B,7,1.87
M,6272,B,7,1.88
A,8710,B,10,1.93
M,8710,B,10,1.94
A,8922,B,10,1.92
M,8922,B,10,1.93
A,8055,S,9,1.11
M,8055,S,9,1.12
A,6249,S,7,1.46
M,6249,S,7,1.47
A,630,B,2,1.99
M,630,B,2,2
A,5792,B,7,1.64
M,5792,B,7,1.65
A,7042,B,8,1.97
M,7042,B,8,1.98
A,8568,B,10,1.54
M,8568,B,10,1.55
A,5010,B,6,1.44
M,5010,B,6,1.45
A,2699,S,4,1.08
M,2699,S,4,1.09
A,6848,B,8,1.27
M,6848,B,8,1.28
A,1493,S,2,1.72
M,1493,S,2,1.73
A,7287,S,8,1.91
M,7287,S,8,1.92
A,9010,B,10,1.33
M,9010,B,10,1.34
A,3490,B,4,1.45
M,3490,B,4,1.46
A,3501,S,5,1.06
M,3501,S,5,1.07
A,9597,S,11,1.19
M,9597,S,11,1.2
A,7234,B,8,1.68
M,7234,B,8,1.69
A,2186,B,3,1.12
M,2186,B,3,1.13
A,2960,B,4,1.89
M,2960,B,4,1.9
A,1521,S,3,1.5
M,1521,S,3,1.51
A,4529,S,6,1.63
M,4529,S,6,1.64
A,975,S,2,1.76
M,975,S,2,1.77
A,3436,B,4,1.35
M,3436,B,4,1.36
A,3458,B,4,1.06
M,3458,B,4,1.07
A,2043,S,3,1.62
M,2043,S,3,1.63
A,2174,B,3,1.85
M,2174,B,3,1.86
A,6580,B,8,1.69
M,6580,B,8,1.7
A,3164,B,4,1.91
M,3164,B,4,1.92
A,9715,S,11,1.33
M,9715,S,11,1.34
A,5043,S,6,1.76
M,5043,S,6,1.77
A,9320,B,10,1.19
M,9320,B,10,1.2
A,2155,S,3,1.71
M,2155,S,3,1.72
A,3838,B,5,1.04
M,3838,B,5,1.05
A,813,S,2,1.11
M,813,S,2,1.12
A,6567,S,8,1.63
M,6567,S,8,1.64
A,3370,B,4,1.32
M,3370,B,4,1.33
A,597,S,2,1.86
M,597,S,2,1.87
A,9856,B,11,1.26
M,9856,B,11,1.27
A,284,B,1,1.49
M,284,B,1,1.5
A,7369,S,8,1.96
M,7369,S,8,1.97
A,493,S,1,1.58
M,493,S,1,1.59
A,8291,S,9,1.24
M,8291,S,9,1.25
A,2200,B,3,1.67
M,2200,B,3,1.68
A,1732,B,3,1.56
M,1732,B,3,1.57
A,837,S,2,1.75
M,837,S,2,1.76
A,5643,S,7,1.65
M,5643,S,7,1.66
A,1708,B,3,1.76
M,1708,B,3,1.77
A,4349,S,5,1.01
M,4349,S,5,1.02
A,1923,S,3,1.77
M,1923,S,3,1.78
A,7433,S,8,1.04
M,7433,S,8,1.05
A,6174,B,7,1.02
M,6174,B,7,1.03
A,8813,S,10,1.01
M,8813,S,10,1.02
A,3598,B,5,1.49
M,3598,B,5,1.5
A,6922,B,8,1.26
M,6922,B,8,1.27
A,2323,S,3,1.46
M,2323,S,3,1.47
A,1820,B,3,1.94
M,1820,B,3,1.95
A,8084,B,9,1.24
M,8084,B,9,1.25
A,9540,B,11,1.69
M,9540,B,11,1.7
A,9218,B,10,1.76
M,9218,B,10,1.77
A,6067,S,7,1.02
M,6067,S,7,1.03
A,2187,S,3,1.89
M,2187,S,3,1.9
A,3100,B,4,1.8
M,3100,B,4,1.81
A,7212,B,8,1.52
M,7212,B,8,1.53
A,9154,B,10,1.56
M,9154,B,10,1.57
A,6838,B,8,1.35
M,6838,B,8,1.36
A,827,S,2,1.11
M,827,S,2,1.12
A,1083,S,2,1.47
M,1083,S,2,1.48
A,9401,S,10,1.51
M,9401,S,10,1.52
A,8694,B,10,1.59
M,8694,B,10,1.6
A,6091,S,7,1.69
M,6091,S,7,1.7
A,8130,B,9,1.15
M,8130,B,9,1.16
A,5882,B,7,1.8
M,5882,B,7,1.81
A,8474,B,9,1.19
M,8474,B,9,1.2
A,19,S,1,1.4
M,19,S,1,1.41
A,9716,B,11,1.33
M,9716,B,11,1.34
A,7890,B,9,1.95
M,7890,B,9,1.96
A,8198,B,9,1.4
M,8198,B,9,1.41
A,9940,B,11,1.53
M,9940,B,11,1.54
A,7031,S,8,1.65
M,7031,S,8,1.66
A,228,B,1,1.42
M,228,B,1,1.43
A,6713,S,8,1.3
M,6713,S,8,1.31
A,4121,S,5,1.4
M,4121,S,5,1.41
A,5007,S,6,1.22
M,5007,S,6,1.23
A,5031,S,6,1.37
M,5031,S,6,1.38
A,1281,S,2,1.06
M,1281,S,2,1.07
A,3180,B,4,1.86
M,3180,B,4,1.87
A,5089,S,6,1.89
M,5089,S,6,1.9
A,2248,B,3,1.26
M,2248,B,3,1.27
A,1969,S,3,1.32
M,1969,S,3,1.33
A,6081,S,7,1.1
M,6081,S,7,1.11
A,6362,B,7,1.11
M,6362,B,7,1.12
A,2889,S,4,1.97
M,2889,S,4,1.98
A,6099,S,7,1.72
M,6099,S,7,1.73
A,5783,S,7,1.39
M,5783,S,7,1.4
A,2144,B,3,1.13
M,2144,B,3,1.14
A,5508,B,7,1.92
M,5508,B,7,1.93
A,9075,S,10,1.79
M,9075,S,10,1.8
A,6844,B,8,1.13
M,6844,B,8,1.14
A,9808,B,11,1.02
M,9808,B,11,1.03
A,2085,S,3,1.08
M,2085,S,3,1.09
A,3549,S,5,1.51
M,3549,S,5,1.52
A,532,B,2,1.24
M,532,B,2,1.25
A,4496,B,5,1.81
M,4496,B,5,1.82
A,2869,S,4,1.81
M,2869,S,4,1.82
A,8349,S,9,1.08
M,8349,S,9,1.09
A,2504,B,4,1.39
M,2504,B,4,1.4
A,2433,S,3,1.1
M,2433,S,3,1.11
A,5127,S,6,1.46
M,5127,S,6,1.47
A,9050,B,10,1.55
M,9050,B,10,1.56
A,4508,B,6,1.47
M,4508,B,6,1.48
A,8108,B,9,1.34
M,8108,B,9,1.35
A,8913,S,10,1.34
M,8913,S,10,1.35
A,5015,S,6,1.17
M,5015,S,6,1.18
A,6342,B,7,1.01
M,6342,B,7,1.02
A,4730,B,6,1.93
M,4730,B,6,1.94
A,4170,B,5,1.58
M,4170,B,5,1.59
A,7655,S,9,1.6
M,7655,S,9,1.61
A,9257,S,10,1.77
M,9257,S,10,1.78
A,1269,S,2,1.61
M,1269,S,2,1.62
A,2803,S,4,1.32
M,2803,S,4,1.33
A,1062,B,2,1.73
M,1062,B,2,1.74
A,2609,S,4,1.82
M,2609,S,4,1.83
A,7703,S,9,1.29
M,7703,S,9,1.3
A,8782,B,10,1.88
M,8782,B,10,1.89
A,927,S,2,1.82
M,927,S,2,1.83
A,3844,B,5,1.35
M,3844,B,5,1.36
A,776,B,2,1.1
M,776,B,2,1.11
A,8891,S,10,1.15
M,8891,S,10,1.16
A,9545,S,11,1.72
M,9545,S,11,1.73
A,5177,S,6,1.88
M,5177,S,6,1.89
A,618,B,2,1.25
M,618,B,2,1.26
A,1490,B,2,1.38
M,1490,B,2,1.39
A,3139,S,4,2
M,3139,S,4,2.01
A,436,B,1,2
M,436,B,1,2.01
A,333,S,1,1.72
M,333,S,1,1.73
A,1711,S,3,1.52
M,1711,S,3,1.53
A,1546,B,3,1.91
M,1546,B,3,1.92
A,2427,S,3,1.05
M,2427,S,3,1.06
A,8805,S,10,1.97
M,8805,S,10,1.98
A,4197,S,5,1.15
M,4197,S,5,1.16
A,4937,S,6,1.81
M,4937,S,6,1.82
A,7946,B,9,1.51
M,7946,B,9,1.52
A,1982,B,3,1.65
M,1982,B,3,1.66
A,2098,B,3,1.73
M,2098,B,3,1.74
A,8529,S,10,1.2
M,8529,S,10,1.21
A,7482,B,8,1.97
M,7482,B,8,1.98
A,3762,B,5,1.71
M,3762,B,5,1.72
A,8902,B,10,1.4
M,8902,B,10,1.41
A,7168,B,8,1.35
M,7168,B,8,1.36
A,4285,S,5,1.35
M,4285,S,5,1.36
A,2633,S,4,1.51
M,2633,S,4,1.52
A,6817,S,8,1.67
M,6817,S,8,1.68
A,3340,B,4,1.87
M,3340,B,4,1.88
A,6819,S,8,1.52
M,6819,S,8,1.53
A,277,S,1,1.49
M,277,S,1,1.5
A,4423,S,5,1.17
M,4423,S,5,1.18
A,9244,B,10,1.63
M,9244,B,10,1.64
A,1403,S,2,1.51
M,1403,S,2,1.52
A,9608,B,11,1.52
M,9608,B,11,1.53
A,2969,S,4,1.21
M,2969,S,4,1.22
A,8778,B,10,1.46
M,8778,B,10,1.47
A,2242,B,3,1.25
M,2242,B,3,1.26
A,4705,S,6,1.42
M,4705,S,6,1.43
A,6667,S,8,1.76
M,6667,S,8,1.77
A,2985,S,4,1.07
M,2985,S,4,1.08
A,7552,B,9,1.01
M,7552,B,9,1.02
A,922,B,2,1.85
M,922,B,2,1.86
A,4728,B,6,1.14
M,4728,B,6,1.15
A,9262,B,10,1.74
M,9262,B,10,1.75
A,161,S,1,1.68
M,161,S,1,1.69
A,6571,S,8,1.45
M,6571,S,8,1.46
A,6338,B,7,1.45
M,6338,B,7,1.46
A,7918,B,9,1.79
M,7918,B,9,1.8
A,3279,S,4,1.04
M,3279,S,4,1.05
A,9083,S,10,1.56
M,9083,S,10,1.57
A,5492,B,6,1.36
M,5492,B,6,1.37
A,251,S,1,1.35
M,251,S,1,1.36
A,5183,S,6,1.58
M,5183,S,6,1.59
A,7149,S,8,1.81
M,7149,S,8,1.82
A,8934,B,10,1.92
M,8934,B,10,1.93
A,2094,B,3,1.55
M,2094,B,3,1.56
A,9166,B,10,1.81
M,9166,B,10,1.82
A,772,B,2,1.37
M,772,B,2,1.38
A,2311,S,3,1.94
M,2311,S,3,1.95
A,3493,S,4,1.72
M,3493,S,4,1.73
A,3908,B,5,1.16
M,3908,B,5,1.17
A,4372,B,5,1.31
M,4372,B,5,1.32
A,7793,S,9,1.67
M,7793,S,9,1.68
A,5131,S,6,1.05
M,5131,S,6,1.06
A,8555,S,10,1.02
M,8555,S,10,1.03
A,4879,S,6,1.5
M,4879,S,6,1.51
A,4605,S,6,1.86
M,4605,S,6,1.87
A,6921,S,8,1.54
M,6921,S,8,1.55
A,8038,B,9,1.39
M,8038,B,9,1.4
A,9236,B,10,1.16
M,9236,B,10,1.17
A,5441,S,6,1.95
M,5441,S,6,1.96
A,8533,S,10,1.55
M,8533,S,10,1.56
A,3464,B,4,1.05
M,3464,B,4,1.06
A,8642,B,10,1.45
M,8642,B,10,1.46
A,9868,B,11,1.32
M,9868,B,11,1.33
A,8961,S,10,1.88
M,8961,S,10,1.89
A,5707,S,7,1.3
M,5707,S,7,1.31
A,3589,S,5,1.72
M,3589,S,5,1.73
A,434,B,1,1.11
M,434,B,1,1.12
A,2734,B,4,1.2
M,2734,B,4,1.21
A,2223,S,3,1.75
M,2223,S,3,1.76
A,332,B,1,1.42
M,332,B,1,1.43
A,3088,B,4,1.66
M,3088,B,4,1.67
A,8689,S,10,1.63
M,8689,S,10,1.64
A,4468,B,5,1.58
M,4468,B,5,1.59
A,6492,B,7,1.08
M,6492,B,7,1.09
A,5110,B,6,1.96
M,5110,B,6,1.97
